序号,所属流域_z,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,人口（万人）_城镇,农村,合计,国内地区生产总值  （亿元）_一产,二产,三产,合计,工业增加值（亿元）_火核电工业,国有及规模以上一般工业,规模以下工业,合计,火(核)电装机(万kW)_直流式,循环式,总耕地面积      （万亩）,有效灌溉面积   （万亩）,农田实灌面积（万亩）_水田,水浇地,菜田,总计,粮食产量（万吨）,林牧渔面积（万亩）_林地灌溉,园地灌溉,草场灌溉,人工鱼塘,牲畜(万头)_大牲畜,小牲畜,合计
55,东南诸河,浙南诸河,瓯江温溪以下,鳌江,G030290,330326,平阳县,温州市,832.3,40.2686,21.0306,61.2992,16.8106,230.5343,280.4862,527.8311,5.08,90.3001,102.4255,197.8056,0,1.2,21,20.8803,14.7592,3.5181,,18.2773,7.485,0.23,1.935,,1.3095,0.7856,21.0047,21.7903
56,东南诸河,浙南诸河,瓯江温溪以下,鳌江,G030290,330327,苍南县,温州市,956.3,56.5877,17.8442,74.4319,29.3843,167.0534,225.9075,422.3452,,49.7153,44.0413,93.7566,0,0,22.5,22.3142,15.2064,4.2597,,19.4661,7.8,2.03,2.04,,0.4095,0.7137,17.7872,18.5009
57,东南诸河,闽东诸河,闽东诸河,闽东诸河,G040100,330327,苍南县,温州市,112.7,4.097,6.3211,10.4181,2.5361,18.0395,29.0012,49.5768,,3.9847,4.1227,8.1074,,,2.4449,2.0858,1.65,0.35,,2,0.7551,0.58,0.708,,0.18,0.1147,7.311,7.4257
58,东南诸河,浙南诸河,瓯江温溪以上,小溪及瓯江青田段,G030120,330328,文成县,温州市,104.9,,0.25,0.25,,,,0,,,2.2,2.2,,,2.526,1.7826,0.15,,,0.15,0.4853,0,0.2645,,,0,0,0
59,东南诸河,浙南诸河,瓯江温溪以下,飞云江,G030280,330328,文成县,温州市,1170.4,13.9438,15.0262,28.97,10.6924,33.7255,92.3889,136.8068,0.45,5.95,6.3043,12.7043,0,0,19,17.5174,8.2129,1.0371,,9.25,4.3,0,1.6,,0.032,0.1697,2.6556,2.8253
60,东南诸河,浙南诸河,瓯江温溪以下,鳌江,G030290,330328,文成县,温州市,20.7,,,0,,,,0,,,,0,,,0,,,,,0,,,,,,0,0,0
61,东南诸河,浙南诸河,瓯江温溪以下,飞云江,G030280,330329,泰顺县,温州市,863.3,6.4358,6.6207,13.0565,5.5667,24.5024,35.42,65.4891,,3.73,5.1,8.83,,,10.5506,10.0979,3.836,0.2523,,4.0883,2.6,0,1.7386,,0.022,0.1634,10.8668,11.0302
62,东南诸河,浙南诸河,瓯江温溪以下,鳌江,G030290,330329,泰顺县,温州市,36.6,0.25,0.25,0.5,,,,0,,,,0,,,0.4,0.3514,0.1489,0.0065,,0.1554,0.0979,0,0,,,,1.8567,1.8567
63,东南诸河,闽东诸河,闽东诸河,闽东诸河,G040100,330329,泰顺县,温州市,868.1,6.5794,6.8041,13.3835,5.4845,35.6009,51.0209,92.1063,,4.77,6.0332,10.8032,,,15.5,15.4508,5.7639,0.511,,6.2749,3.4,0,0.8684,,0.0105,0.145,8.2125,8.3575
64,东南诸河,浙南诸河,瓯江温溪以下,飞云江,G030280,330381,瑞安市,温州市,1340.9,105.8107,47.6493,153.46,29.5489,564.2785,691.2984,1285.1258,12.8,257,197.2965,467.0965,0,4.4,36.2934,34.59,26.5006,4.1494,,30.65,11.344,3.825,3.765,,0.8605,0.9067,18.4188,19.3255
65,东南诸河,浙南诸河,瓯江温溪以下,鳌江,G030290,330381,瑞安市,温州市,9.1,,,0,,,,0,,,,0,,,0,0,,,,0,0,0,0,,,0,0,0
66,东南诸河,浙南诸河,瓯江温溪以下,楠溪江,G030260,330382,乐清市,温州市,30.9,,,0,,,,0,,,,0,,,0,0,,,,0,0,0,0,,,0,0,0
67,东南诸河,浙南诸河,瓯江温溪以下,瓯江下游干流,G030270,330382,乐清市,温州市,1354.1,100.1625,47.4175,147.58,23.0936,740.0561,900.3776,1663.5273,124.92,305.28,251.5721,681.7721,0,317.4,28.6676,27.47,20.9148,3.6152,,24.53,12.7063,6,3.513,,0.5655,1.315,17.4816,18.7966
68,东南诸河,浙南诸河,瓯江温溪以下,鳌江,G030290,330383,龙港市,温州市,184,46.3111,0.8489,47.16,9.6929,173.0683,226.732,409.4932,39.3,24.8,92.6433,156.7433,0,204.9,7.539,7.04,5.8278,1.2122,,7.04,2.3332,,0.0675,,0.042,0.0295,1.5876,1.6171
