序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,农田灌溉用水量_水田,旱地,菜田,小计,其中地下水,林牧渔畜用水量_林地灌溉,园地灌溉,草场灌溉,鱼塘补水,大牲畜用水量,小牲畜用水量,小计,其中地下水,工业用水量_火（核）电_直流式,循环式,国有及规模以上,规模以下,小计,其  中       地下水,城镇公共用水量_建筑业,服务业,小计,其中地下水,居民生活用水量_城镇居民,农村居民,小计,其  中地下水,生态与环境用水量_城镇环境,农村生态,小计,其  中地下水,总用水量_合计,其中地下水,环境配水量,总计,地表水用-供 检查,地下水用-供 检查
11,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330110,余杭区,杭州市,367.2,0.6361,0.0296,0,0.6657,,0.08,0.0172,,0.1006,,,0.1978,,,,0.185,,0.185,,0.0703,0.3728,0.4431,,0.2793,0.12,0.3993,,0.0252,0.0402,0.0654,,1.9563,0,,1.9563,0,0
12,东南诸河,钱塘江,富春江坝址以下,富春江下游段,G010210,330111,富阳区,杭州市,1760.1,1.0689,0.165,0,1.2339,0,0.0072,0.0354,0,0.3432,0.0029,0.0165,0.4052,0,,,0.295,0.1321,0.4271,0.0006,0.0824,0.2574,0.3398,0,0.3275,0.1149,0.4424,0,0.0788,0.0418,0.1206,,2.969,0.0006,1.0596,4.0286,0,0
13,东南诸河,钱塘江,富春江坝址以下,浦阳江,G010220,330111,富阳区,杭州市,47.9,0.0115,0.0018,0,0.0133,0,0,0,0,0,0,0,0,0,,,0,0.015,0.015,0,0,0.0034,0.0034,0,0.0008,0.0065,0.0073,0,0,0,0,,0.039,0,,0.039,0,0
14,长江,太湖水系,湖西及湖区,东苕溪,F120120,330112,临安区,杭州市,845,0.4205,0.0301,0,0.4506,0,0.0024,0.0106,0,0.0062,0,0.0027,0.0219,0,0,0.0086,0.1298,0.0086,0.147,0.0002,0.0645,0.1478,0.2123,0,0.1732,0.0583,0.2315,0,0.048,0.0228,0.0708,,1.1341,0.0002,,1.1341,0,0
15,东南诸河,钱塘江,富春江坝址以下,富春江下游段,G010210,330112,临安区,杭州市,2279,0.5621,0.0465,0,0.6086,0,0.0038,0.0127,0,0.0073,0.0009,0.0076,0.0323,0,,,0.0251,0.0063,0.0314,0,0.0141,0.117,0.1311,0,0.0515,0.0801,0.1316,0,0.0287,0.0111,0.0398,,0.9748,0,,0.9748,0,0
16,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330113,临平区,杭州市,286,0.2438,0.0078,0,0.2516,,0.002,0.0192,,0.1725,,0.0025,0.1962,,0,0.0023,0.2661,0.0435,0.3119,,0.0585,0.4048,0.4633,,0.6186,0.0676,0.6862,,0.1076,0.0193,0.1269,,2.0361,0,5.1517,7.1878,0,0
17,东南诸河,钱塘江,富春江坝址以上,兰江及富春江上游段,G010160,330122,桐庐县,杭州市,146.5,0.0029,0.0001,0,0.003,0,0.0013,0.0018,0,0.0024,0.0001,0.0002,0.0058,0,,,0,0,0,0,0.0019,0.0034,0.0053,0.0004,0,0.0016,0.0016,0,0.0025,0.0003,0.0028,,0.0185,0.0004,,0.0185,0,0
18,东南诸河,钱塘江,富春江坝址以下,富春江下游段,G010210,330122,桐庐县,杭州市,1633.5,0.7048,0.0245,0,0.7293,0,0.0179,0.0532,0,0.1356,0.0005,0.0059,0.2131,0,0,0.0048,0.1451,0.0605,0.2104,0.0016,0.0487,0.1094,0.1581,0.0004,0.1814,0.0687,0.2501,0.0031,0.0535,0.0034,0.0569,0,1.6179,0.0051,,1.6179,0,0
19,东南诸河,钱塘江,富春江坝址以上,衢江上游,G010110,330127,淳安县,杭州市,16.4,0,0,0,0,0,0,0.0003,0,0,0,0,0.0003,0,,,0,0,0,0,0,0,0,0,0,0.0007,0.0007,0,0,0,0,,0.001,0,,0.001,0,0
20,东南诸河,钱塘江,富春江坝址以上,新安江,G010150,330127,淳安县,杭州市,4369.3,0.4151,0.0398,0,0.4549,0,0.003,0.0201,0,0.0576,0.0001,0.0056,0.0864,0,0,0.0019,0.0875,0.028,0.1174,0,0.019,0.563,0.582,0,0.0939,0.0836,0.1775,0,0.0177,0.0025,0.0202,,1.4384,0,,1.4384,0,0
21,东南诸河,钱塘江,富春江坝址以下,富春江下游段,G010210,330127,淳安县,杭州市,66.3,0.0189,0.0019,0,0.0208,0,0,0.0003,0,0,0,0.0001,0.0004,0,,,0,0,0,0,0,0,0,0,0,0.0026,0.0026,0,0,0,0,,0.0238,0,,0.0238,0,0
22,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330155,钱塘区,杭州市,104.7,0,0,0,0,,0,0,0,,,,0,,0,0.0217,0.3748,0.0188,0.4153,,0.0264,0.1142,0.1406,,0.2901,0,0.2901,,0.0326,0,0.0326,,0.8786,0,1.2006,2.0792,0,0
23,东南诸河,钱塘江,富春江坝址以下,萧绍平原,G010230,330155,钱塘区,杭州市,427,0.5972,0.0555,0,0.6527,,0,0.0306,0,0.11,0.0005,0.0048,0.1459,,0,0.1414,0.5493,0.1035,0.7942,,0.0179,0.0929,0.1108,,0.1231,0.0514,0.1745,,0.02,0.01,0.03,,1.9081,0,,1.9081,0,0
24,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,330182,建德市,杭州市,78.3,0.0504,0.0028,0,0.0532,,0.0003,0.0009,,0.0022,0,0.0012,0.0046,,,,0.0113,,0.0113,,0.0004,0.0069,0.0073,,0.0039,0.003,0.0069,,0.0003,,0.0003,,0.0836,0,,0.0836,0,0
25,东南诸河,钱塘江,富春江坝址以上,新安江,G010150,330182,建德市,杭州市,1326.1,0.6931,0.039,0,0.7321,,0.0032,0.024,,0.052,0.0011,0.021,0.1013,,0,0.0201,0.2926,,0.3127,0.0131,0.0214,0.1772,0.1986,,0.1025,0.0762,0.1787,,0.0234,,0.0234,,1.5468,0.0131,,1.5468,0,0
26,东南诸河,钱塘江,富春江坝址以上,兰江及富春江上游段,G010160,330182,建德市,杭州市,871.1,0.1831,0.0095,0,0.1926,,0.0017,0.0077,,0.033,0.0001,0.0076,0.0501,,,,0.0723,,0.0723,,0.0108,0.0408,0.0516,,0.0236,0.0176,0.0412,,0.0026,,0.0026,,0.4104,0,,0.4104,0,0
27,东南诸河,钱塘江,富春江坝址以下,富春江下游段,G010210,330182,建德市,杭州市,88.5,0.0183,0.0009,0,0.0192,,0.0002,0.0008,,0.0048,0,0.001,0.0068,,,,0.0059,,0.0059,,0.0003,0.0033,0.0036,,0.0019,0.0014,0.0033,,0.0002,,0.0002,,0.039,0,,0.039,0,0
