水系,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,农田灌溉用水量_水田,旱地,水浇地,小计,其中地下水,林牧渔畜用水量_林地灌溉,园地灌溉,草场灌溉,鱼塘补水,大牲畜用水量,小牲畜用水量,小计,其中地下水,工业用水量_火（核）电_直流式,循环式,国有及规模以上,规模以下,小计,其  中       地下水,城镇公共用水量_建筑业,服务业,小计,其中地下水,居民生活用水量_城镇居民,农村居民,小计,其  中地下水,生态与环境用水量_城镇环境,农村生态,小计,其  中地下水,总用水量_合计,其中地下水,环境配水量,总计,地表水用-供 检查,地下水用-供 检查
,东南诸河,闽东诸河,闽东诸河,,,,,温州市,980.8000000000001,0.2599,0.013000000000000001,0,0.27290000000000003,0,0.0036999999999999997,0.0074,0,0.0047,0.0005,0.004,0.0203,0,0,0,0,0.0203,0.0203,0,0.0227,0.049999999999999996,0.0727,0.0011,0.058300000000000005,0.060899999999999996,0.1192,0.0003,0.0129,0,0.0129,0,0.5183,0.0014,0,0.5183,0,0
,,,,,,,鹿城区,温州市,289.9,0.1573,0.0186,0,0.1759,0,0.0001,0.007,0,0.009,0.0001,0.0016,0.0178,0,0,0.0022,0,0.2011,0.2033,0,0.1287,0.2651,0.3938,0,0.5969,0.0478,0.6447,0,0.3905,0,0.3905,0,1.826,0,0.9767,2.8027,0,0
,,,,,,,龙湾区,温州市,332.8,0.1342,0.0092,0,0.1434,0,0,0.0067,0,0.0008,0,0.0032,0.0107,0,0,0.0138,0,0.3517,0.3655,0,0.0506,0.2157,0.2663,0,0.4118,0.0002,0.412,0,0.2419,0,0.2419,0,1.4398,0,0.5209,1.9607,0,0
,,,,,,,瓯海区,温州市,463.29999999999995,0.2414,0.0418,0,0.2832,0,0.0002,0.0134,0,0.0243,0.0004,0.0009,0.0392,0,0,0,0,0.2597,0.2597,0,0.0606,0.2383,0.2989,0,0.4623,0.0684,0.5307,0,0.263,0,0.263,0,1.6747,0,1.1952,2.8699,0,0
,,,,,,,洞头区,温州市,231,0.0085,0.0075,0,0.016,0,0,0.0004,0,0,0,0.0002,0.0006,0,0,0,0,0.0327,0.0327,0,0.0309,0.0338,0.0647,0,0.0499,0.0279,0.0778,0,0.0276,0,0.0276,0,0.2194,0,0,0.2194,0,0
,,,,,,,永嘉县,温州市,2677,0.6657000000000001,0.10469999999999999,0,0.7704,0.0081,0.001,0.0262,0,0.0279,0.0034000000000000002,0.0077,0.0662,0,0,0.0036,0,0.2333,0.2369,0,0.027200000000000002,0.0748,0.10200000000000001,0,0.2653,0.138,0.4033,0.0028,0.0201,0,0.0201,0,1.5989,0.0109,0,1.5989,0,0
,,,,,,,平阳县,温州市,1042,0.7346,0.0932,0,0.8278,0,0.0012000000000000001,0.030100000000000002,0,0.0719,0.0024000000000000002,0.0112,0.1168,0,0,0.0069,0,0.3179,0.3248,0.0001,0.033299999999999996,0.1077,0.14100000000000001,0,0.2898,0.12209999999999999,0.41190000000000004,0.0034999999999999996,0.038400000000000004,0,0.038400000000000004,0,1.8607,0.0036,0,1.8607,0,0
,,,,,,,苍南县,温州市,1069,0.5669,0.082,0,0.6489,0,0.0136,0.014799999999999999,0,0.0083,0.0018000000000000002,0.006500000000000001,0.045,0,0,0,0,0.0915,0.0915,0,0.0046,0.08280000000000001,0.0874,0,0.3344,0.1185,0.4529,0.0015999999999999999,0.0267,0,0.0267,0,1.3523999999999998,0.0015999999999999999,0,1.3523999999999998,0,0
,,,,,,,文成县,温州市,1296.0000000000002,0.3225,0.0201,0,0.34259999999999996,0,0,0.007,0,0.0049,0.0003,0.0006,0.0128,0,0,0.0007,0,0.022699999999999998,0.023399999999999997,0,0.0152,0.0725,0.0877,0,0.1179,0.0432,0.1611,0.001,0.0207,0,0.0207,0,0.6483,0.001,0,0.6483,0,0
,,,,,,,泰顺县,温州市,1768,0.3436,0.011300000000000001,0,0.3549,0,0.0023,0.0109,0,0.0055,0.0007,0.0053,0.0247,0,0,0,0,0.0233,0.0233,0.0008,0.0417,0.045899999999999996,0.0876,0.0012000000000000001,0.06659999999999999,0.058300000000000005,0.1249,0,0.0158,0,0.0158,0,0.6312,0.002,0,0.6312,0,0
,,,,,,,瑞安市,温州市,1350,0.8612,0.0567,0,0.9179,0,0.0183,0.0331,0,0.0701,0.0027,0.0063,0.1305,0,0,0.0101,0,0.3974,0.4075,0.0001,0.0935,0.1128,0.2063,0.0005,0.6009,0.2108,0.8117,0.0002,0.0924,0,0.0924,0,2.5663,0.0008,1.448,4.0143,0,0
,,,,,,,乐清市,温州市,1385,0.8397,0.0607,0,0.9004,0,0.0276,0.0332,0,0.0339,0.004,0.0072,0.1059,0,0,0.1474,0,0.3566,0.504,0.0001,0.0656,0.1277,0.1933,0.0002,0.5619,0.2015,0.7634,0.0019,0.2085,0,0.2085,0,2.6755,0.0022,0,2.6755,0,0
,,,,,,,龙港市,温州市,184,0.229,0.0195,0,0.2485,0,0.0003,0.0004,0,0.0015,0.0001,0.0007,0.003,0,0,0.0365,0,0.1062,0.1427,0,0.0256,0.0484,0.074,0,0.2451,0.0038,0.2489,0,0.0697,0,0.0697,0,0.7868,0,0,0.7868,0,0
