序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,地表水源供水量_蓄 水,引水,提水,跨流域调水_调入量,调出流域,非工程供水,小计,地下水源供水量_潜水,承压水,微咸水,小计,其他水源供水量_污水处理回用,雨  水 利  用,海 水淡 化,小计,总供水量,环境配水量,总计,海水 利用量,环境配水供水量明细表_蓄 水,引水,提水,调水,污水回用,小计
162,东南诸河,浙南诸河,瓯江温溪以下,始丰溪,G030220,331023,天台县,台州市,1087,0.9541,0.0713,0.0502,,,,1.0756,0.001,0,,0.001,0.0058,0.0031,,0.0089,1.0855,0.2356,1.3211,0,0.2356,,,,,0.2356
163,东南诸河,浙南诸河,瓯江温溪以下,永安溪,G030210,331024,仙居县,台州市,1955.3,0.8997,0.1101,0.0084,0,0.0000,0,1.0182,0.0005,0,0,0.0005,0.0328,0.0036,0,0.0364,1.0551,0,1.0551,0,,,,,,0
164,东南诸河,浙南诸河,瓯江温溪以下,始丰溪,G030220,331024,仙居县,台州市,36.7,,,,,,,0,,0,,0,,,,0,0,0,0,0,,,,,,0
165,东南诸河,浙南诸河,瓯江温溪以下,温黄平原,G030240,331081,温岭市,台州市,638.2,1.1432,0.1371,1.5781,0,0.0000,0,2.8584,0.0015,0,0,0.0015,0.0002,0,0,0.0002,2.8601,0.0081,2.8682,0,0,0,0,0,0.0081,0.0081
166,东南诸河,浙南诸河,瓯江温溪以下,玉环岛,G030250,331081,温岭市,台州市,197.8,0.0283,0.0335,0.0889,0,0.0000,0,0.1507,0,0,0,0,0,0,0,0,0.1507,0.0002,0.1509,0,0,0,0,0,0.0002,0.0002
167,东南诸河,浙东诸河,浙东沿海诸河,象山港及三门湾,G020130,331082,临海市,台州市,113.7,0.1587,0.0275,0.0195,0,0.0000,0,0.2057,0.0001,0,0,0.0001,0,0,0,0,0.2058,0,0.2058,0,0,0,0,0,0,0
168,东南诸河,浙南诸河,瓯江温溪以下,永安溪,G030210,331082,临海市,台州市,397.1,0.1314,0.1017,0.0372,0,0.0000,0,0.2703,0.0001,0,0,0.0001,0,0,0,0,0.2704,0,0.2704,0,0,0,0,0,0,0
169,东南诸河,浙南诸河,瓯江温溪以下,始丰溪,G030220,331082,临海市,台州市,247,0.1931,0.1141,0.0489,0,0.0000,0,0.3561,0.0001,0,0,0.0001,0,0,0,0,0.3562,0,0.3562,0,0,0,0,0,0,0
170,东南诸河,浙南诸河,瓯江温溪以下,灵江及椒江左岸,G030230,331082,临海市,台州市,1381.2,1.6318,0.2203,0.1261,0,0.0000,0,1.9782,0.0014,0,0,0.0014,0,0,0,0,1.9796,0,1.9796,0,0,0,0,0,0,0
171,东南诸河,浙南诸河,瓯江温溪以下,温黄平原,G030240,331082,临海市,台州市,32,0.0355,0.009,0.0018,0,0.0000,0,0.0463,0.0001,0,0,0.0001,0,0,0,0,0.0464,0.0097,0.0561,0,0.0097,0,0,0,0,0.0097
172,东南诸河,浙南诸河,瓯江温溪以下,玉环岛,G030250,331083,玉环市,台州市,378,0.3892,0.1725,0.3462,0,0.0000,0,0.9079,0.0022,0,0,0.0022,0,0,0.1024,0.1024,1.0125,0.067,1.0795,24.3512,0,0,0,0,0.067,0.067
